game_date,home_team,away_team,home_starter,away_starter,actual_game_total,actual_f5_total,actual_f3_total,actual_f1_total,actual_home_win,game_pk
2024-05-08,ATH,TEX,JP SEARS,MICHAEL LORENZEN,13.0,9.0,4.0,1.0,True,745664
2024-05-08,NYY,HOU,CARLOS RODÓN,SPENCER ARRIGHETTI,13.0,6.0,6.0,3.0,True,745749
2024-05-08,MIN,SEA,CHRIS PADDACK,GEORGE KIRBY,9.0,5.0,3.0,2.0,True,745906
2024-05-08,LAD,MIA,GAVIN STONE,RYAN WEATHERS,4.0,2.0,1.0,1.0,True,746151
2024-05-08,KC,MIL,BRADY SINGER,JOE ROSS,10.0,3.0,3.0,3.0,True,746312
2024-05-08,COL,SF,PETER LAMBERT,JORDAN HICKS,14.0,10.0,8.0,0.0,False,746562
2024-05-08,CLE,DET,TANNER BIBEE,REESE OLSON,9.0,6.0,2.0,0.0,True,746640
2024-05-08,CIN,AZ,GRAHAM ASHCRAFT,JORDAN MONTGOMERY,7.0,4.0,3.0,0.0,False,746717
2024-05-08,CHC,SD,HAYDEN WESNESKI,DYLAN CEASE,3.0,3.0,1.0,1.0,False,746879
2024-05-08,ATL,BOS,CHRIS SALE,NICK PIVETTA,5.0,5.0,5.0,4.0,True,747127
2024-05-09,NYY,HOU,MARCUS STROMAN,RONEL BLANCO,7.0,6.0,5.0,3.0,False,745748
2024-05-09,MIN,SEA,PABLO LÓPEZ,LOGAN GILBERT,12.0,10.0,7.0,5.0,True,745910
2024-05-09,MIL,STL,TOBIAS MYERS,SONNY GRAY,8.0,7.0,5.0,3.0,True,745995
2024-05-09,LAA,KC,REID DETMERS,MICHAEL WACHA,14.0,6.0,4.0,0.0,False,746241
2024-05-09,COL,SF,CAL QUANTRILL,KEATON WINN,10.0,8.0,0.0,0.0,True,746563
2024-05-09,CIN,AZ,HUNTER GREENE,SLADE CECCONI,9.0,2.0,1.0,1.0,False,746715
2024-05-09,CWS,CLE,ERICK FEDDE,BEN LIVELY,5.0,3.0,3.0,1.0,True,746802
2024-05-10,TOR,MIN,YUSEI KIKUCHI,JOE RYAN,5.0,3.0,2.0,1.0,False,744940
2024-05-10,TB,NYY,TAJ BRADLEY,CLARKE SCHMIDT,2.0,1.0,0.0,0.0,False,745094
2024-05-10,SEA,ATH,BRYAN WOO,PAUL BLACKBURN,9.0,7.0,0.0,0.0,True,745264
2024-05-10,SF,CIN,LOGAN WEBB,ANDREW ABBOTT,6.0,5.0,4.0,2.0,False,745340
2024-05-10,SD,LAD,MIKE KING,TYLER GLASNOW,3.0,1.0,1.0,0.0,True,745421
2024-05-10,PIT,CHC,JARED JONES,JAVIER ASSAD,9.0,4.0,3.0,3.0,False,745506
2024-05-10,NYM,ATL,JOSE QUINTANA,CHARLIE MORTON,6.0,4.0,4.0,0.0,False,745827
2024-05-10,MIL,STL,ROBERT GASSER,LANCE LYNN,13.0,7.0,0.0,0.0,True,745993
2024-05-10,MIA,PHI,TREVOR ROGERS,RANGER SUÁREZ,10.0,6.0,2.0,0.0,False,746071
2024-05-10,LAA,KC,GRIFFIN CANNING,ALEC MARSH,3.0,1.0,0.0,0.0,False,746240
2024-05-10,DET,HOU,CASEY MIZE,FRAMBER VALDEZ,7.0,2.0,2.0,0.0,False,746479
2024-05-10,COL,TEX,AUSTIN GOMBER,JON GRAY,6.0,1.0,0.0,0.0,True,746553
2024-05-10,CWS,CLE,GARRETT CROCHET,CARLOS CARRASCO,9.0,3.0,0.0,0.0,True,746801
2024-05-10,BOS,WSH,TANNER HOUCK,PATRICK CORBIN,6.0,4.0,3.0,0.0,False,746964
2024-05-10,BAL,AZ,COLE IRVIN,BRANDON PFAADT,6.0,4.0,3.0,0.0,True,747043
2024-05-11,TOR,MIN,KEVIN GAUSMAN,SIMEON WOODS RICHARDSON,18.0,14.0,10.0,3.0,True,744943
2024-05-11,TB,NYY,ZACK LITTELL,NÉSTOR CORTÉS,9.0,6.0,6.0,1.0,True,745096
2024-05-11,SEA,ATH,BRYCE MILLER,JOEY ESTES,9.0,3.0,3.0,0.0,False,745262
2024-05-11,SF,CIN,MASON BLACK,NICK LODOLO,6.0,5.0,4.0,4.0,True,745344
2024-05-11,SD,LAD,MATT WALDRON,JAMES PAXTON,5.0,1.0,1.0,1.0,False,745422
2024-05-11,PIT,CHC,PAUL SKENES,JUSTIN STEELE,19.0,17.0,4.0,0.0,True,745505
2024-05-11,NYM,ATL,CHRISTIAN SCOTT,MAX FRIED,5.0,3.0,2.0,0.0,False,745828
2024-05-11,MIL,STL,FREDDY PERALTA,KYLE GIBSON,8.0,3.0,1.0,0.0,True,745994
2024-05-11,MIA,PHI,JESÚS LUZARDO,TAIJUAN WALKER,11.0,1.0,0.0,0.0,False,746069
2024-05-11,LAA,KC,TYLER ANDERSON,COLE RAGANS,12.0,6.0,6.0,1.0,True,746232
2024-05-11,DET,HOU,TARIK SKUBAL,CRISTIAN JAVIER,10.0,10.0,7.0,0.0,True,746480
2024-05-11,COL,TEX,RYAN FELTNER,ANDREW HEANEY,11.0,3.0,1.0,0.0,True,746554
2024-05-11,CWS,CLE,MIKE CLEVINGER,TRISTON MCKENZIE,4.0,3.0,2.0,0.0,True,746797
2024-05-11,BOS,WSH,COOPER CRISWELL,JAKE IRVIN,6.0,4.0,2.0,0.0,True,746963
2024-05-11,BAL,AZ,JOHN MEANS,RYNE NELSON,9.0,7.0,4.0,0.0,True,747041
2024-05-12,TOR,MIN,ALEK MANOAH,BAILEY OBER,6.0,0.0,0.0,0.0,False,744941
2024-05-12,TB,NYY,TYLER ALEXANDER,LUIS GIL,16.0,6.0,2.0,1.0,False,745092
2024-05-12,SEA,ATH,LUIS CASTILLO,ALEX WOOD,12.0,8.0,5.0,1.0,True,745255
2024-05-12,SF,CIN,KYLE HARRISON,FRANKIE MONTAS,11.0,8.0,3.0,3.0,True,745345
2024-05-12,SD,LAD,YU DARVISH,WALKER BUEHLER,4.0,4.0,2.0,2.0,True,745419
2024-05-12,PIT,CHC,BAILEY FALTER,KYLE HENDRICKS,9.0,3.0,2.0,2.0,False,745499
2024-05-12,NYM,ATL,LUIS SEVERINO,BRYCE ELDER,7.0,2.0,2.0,0.0,True,745825
2024-05-12,MIL,STL,BRYSE WILSON,MILES MIKOLAS,7.0,5.0,4.0,3.0,False,745990
2024-05-12,MIA,PHI,BRAXTON GARRETT,ZACK WHEELER,13.0,9.0,7.0,3.0,True,746068
2024-05-12,LAA,KC,PATRICK SANDOVAL,SETH LUGO,6.0,4.0,0.0,0.0,False,746234
2024-05-12,DET,HOU,JACK FLAHERTY,JUSTIN VERLANDER,12.0,0.0,0.0,0.0,False,746476
2024-05-12,COL,TEX,TY BLACH,JOSÉ UREÑA,4.0,3.0,3.0,3.0,True,746555
2024-05-12,CWS,CLE,MICHAEL SOROKA,LOGAN ALLEN,7.0,4.0,1.0,0.0,False,746798
2024-05-12,BOS,WSH,BRAYAN BELLO,MACKENZIE GORE,5.0,5.0,3.0,0.0,True,746965
2024-05-12,BAL,AZ,DEAN KREMER,ZAC GALLEN,11.0,4.0,0.0,0.0,False,747042
2024-05-13,TEX,CLE,MICHAEL LORENZEN,TANNER BIBEE,7.0,0.0,0.0,0.0,False,745019
2024-05-13,SEA,KC,GEORGE KIRBY,BRADY SINGER,8.0,4.0,4.0,0.0,True,745256
2024-05-13,SF,LAD,JORDAN HICKS,YOSHINOBU YAMAMOTO,10.0,5.0,4.0,1.0,False,745343
2024-05-13,SD,COL,RANDY VÁSQUEZ,DAKOTA HUDSON,9.0,6.0,2.0,0.0,False,745420
2024-05-13,NYM,PHI,SEAN MANAEA,CRISTOPHER SÁNCHEZ,9.0,4.0,4.0,0.0,False,745826
2024-05-13,MIL,PIT,COLIN REA,MITCH KELLER,14.0,3.0,3.0,2.0,False,745991
2024-05-13,LAA,STL,JOSÉ SORIANO,MATTHEW LIBERATORE,15.0,4.0,4.0,0.0,False,746233
2024-05-13,HOU,ATH,SPENCER ARRIGHETTI,ROSS STRIPLING,11.0,5.0,2.0,0.0,True,746393
2024-05-13,DET,MIA,MATT MANNING,SIXTO SÁNCHEZ,11.0,6.0,3.0,0.0,True,746471
2024-05-13,BOS,TB,KUTTER CRAWFORD,ZACH EFLIN,8.0,7.0,6.0,6.0,False,746961
2024-05-13,BAL,TOR,CORBIN BURNES,JOSÉ BERRÍOS,5.0,1.0,0.0,0.0,False,747040
2024-05-13,ATL,CHC,REYNALDO LÓPEZ,SHOTA IMANAGA,2.0,0.0,0.0,0.0,True,747128
2024-05-13,AZ,CIN,JORDAN MONTGOMERY,GRAHAM ASHCRAFT,11.0,5.0,5.0,0.0,True,747204
2024-05-14,TEX,CLE,JACK LEITER,BEN LIVELY,11.0,9.0,8.0,0.0,False,745014
2024-05-14,SEA,KC,LOGAN GILBERT,MICHAEL WACHA,6.0,1.0,0.0,0.0,False,745257
2024-05-14,SF,LAD,KEATON WINN,GAVIN STONE,12.0,5.0,0.0,0.0,False,745342
2024-05-14,SD,COL,DYLAN CEASE,CAL QUANTRILL,9.0,1.0,0.0,0.0,False,745418
2024-05-14,NYM,PHI,JOSÉ BUTTÓ,AARON NOLA,4.0,2.0,2.0,0.0,False,745821
2024-05-14,MIN,NYY,CHRIS PADDACK,CARLOS RODÓN,6.0,6.0,4.0,1.0,False,745909
2024-05-14,MIL,PIT,JOE ROSS,QUINN PRIESTER,7.0,6.0,4.0,0.0,True,745989
2024-05-14,LAA,STL,REID DETMERS,SONNY GRAY,13.0,10.0,6.0,0.0,False,746235
2024-05-14,HOU,ATH,RONEL BLANCO,JP SEARS,3.0,1.0,1.0,0.0,True,746396
2024-05-14,DET,MIA,REESE OLSON,RYAN WEATHERS,1.0,0.0,0.0,0.0,False,746473
2024-05-14,CWS,WSH,CHRIS FLEXEN,TREVOR WILLIAMS,9.0,6.0,1.0,0.0,False,746796
2024-05-14,CWS,WSH,ERICK FEDDE,MITCHELL PARKER,4.0,3.0,3.0,0.0,True,746799
2024-05-14,BOS,TB,NICK PIVETTA,AARON CIVALE,9.0,4.0,1.0,1.0,True,746962
2024-05-14,ATL,CHC,CHRIS SALE,JAMESON TAILLON,7.0,7.0,1.0,1.0,True,747124
2024-05-14,AZ,CIN,SLADE CECCONI,HUNTER GREENE,8.0,6.0,2.0,0.0,False,747205
2024-05-15,TEX,CLE,JON GRAY,CARLOS CARRASCO,4.0,2.0,0.0,0.0,True,745015
2024-05-15,SEA,KC,BRYAN WOO,ALEC MARSH,6.0,2.0,1.0,0.0,True,745259
2024-05-15,SF,LAD,LOGAN WEBB,ELIESER HERNÁNDEZ,5.0,2.0,2.0,0.0,True,745341
2024-05-15,SD,COL,MIKE KING,AUSTIN GOMBER,8.0,5.0,5.0,0.0,False,745417
2024-05-15,PHI,NYM,RANGER SUÁREZ,JOEY LUCCHESI,15.0,7.0,3.0,2.0,True,745582
2024-05-15,MIN,NYY,PABLO LÓPEZ,MARCUS STROMAN,4.0,3.0,3.0,1.0,False,745908
2024-05-15,MIL,PIT,ROBERT GASSER,MARTÍN PÉREZ,12.0,8.0,6.0,0.0,True,745992
2024-05-15,LAA,STL,GRIFFIN CANNING,LANCE LYNN,9.0,4.0,4.0,4.0,True,746231
2024-05-15,HOU,ATH,FRAMBER VALDEZ,AARON BROOKS,3.0,3.0,2.0,2.0,True,746397
2024-05-15,DET,MIA,CASEY MIZE,TREVOR ROGERS,2.0,2.0,2.0,2.0,False,746472
2024-05-15,CWS,WSH,GARRETT CROCHET,PATRICK CORBIN,2.0,1.0,1.0,0.0,True,746795
2024-05-15,BOS,TB,TANNER HOUCK,TAJ BRADLEY,7.0,3.0,1.0,1.0,False,746960
2024-05-15,BAL,TOR,KYLE BRADISH,YUSEI KIKUCHI,5.0,3.0,3.0,1.0,True,747038
2024-05-15,ATL,CHC,CHARLIE MORTON,JAVIER ASSAD,8.0,5.0,4.0,3.0,False,747123
2024-05-15,AZ,CIN,BRANDON PFAADT,ANDREW ABBOTT,3.0,2.0,1.0,0.0,True,747203
2024-05-16,PHI,NYM,TAIJUAN WALKER,JOSE QUINTANA,11.0,2.0,2.0,1.0,False,745580
2024-05-16,MIN,NYY,JOE RYAN,CLARKE SCHMIDT,5.0,3.0,3.0,3.0,False,745907
2024-05-16,LAD,CIN,TYLER GLASNOW,BRENT SUTER,9.0,4.0,3.0,2.0,False,746150
2024-05-16,HOU,ATH,CRISTIAN JAVIER,JOEY ESTES,9.0,8.0,6.0,0.0,True,746391
2024-05-16,CHC,PIT,JUSTIN STEELE,JARED JONES,9.0,7.0,3.0,2.0,False,746881
2024-05-16,BOS,TB,COOPER CRISWELL,ZACK LITTELL,12.0,9.0,4.0,0.0,False,746959
2024-05-17,TOR,TB,CHRIS BASSITT,TYLER ALEXANDER,7.0,0.0,0.0,0.0,False,744934
2024-05-17,TEX,LAA,ANDREW HEANEY,TYLER ANDERSON,12.0,7.0,2.0,0.0,False,745016
2024-05-17,STL,BOS,KYLE GIBSON,BRAYAN BELLO,16.0,8.0,6.0,2.0,True,745178
2024-05-17,SF,COL,MASON BLACK,RYAN FELTNER,15.0,10.0,5.0,4.0,True,745335
2024-05-17,PHI,WSH,ZACK WHEELER,JAKE IRVIN,6.0,6.0,5.0,1.0,True,745579
2024-05-17,NYY,CWS,NÉSTOR CORTÉS,MIKE CLEVINGER,6.0,4.0,2.0,1.0,True,745747
2024-05-17,MIA,NYM,JESÚS LUZARDO,CHRISTIAN SCOTT,8.0,4.0,4.0,0.0,True,746065
2024-05-17,LAD,CIN,JAMES PAXTON,FRANKIE MONTAS,10.0,5.0,3.0,1.0,True,746148
2024-05-17,KC,ATH,COLE RAGANS,MITCH SPENCE,8.0,1.0,1.0,1.0,True,746310
2024-05-17,HOU,MIL,HUNTER BROWN,FREDDY PERALTA,9.0,9.0,3.0,0.0,True,746388
2024-05-17,CLE,MIN,TRISTON MCKENZIE,SIMEON WOODS RICHARDSON,5.0,1.0,1.0,0.0,True,746641
2024-05-17,CHC,PIT,KYLE HENDRICKS,PAUL SKENES,12.0,8.0,2.0,0.0,False,746878
2024-05-17,BAL,SEA,JOHN MEANS,BRYCE MILLER,11.0,7.0,6.0,6.0,True,747037
2024-05-17,ATL,SD,MAX FRIED,MATT WALDRON,4.0,4.0,1.0,1.0,False,747122
2024-05-17,AZ,DET,RYNE NELSON,TARIK SKUBAL,13.0,11.0,4.0,0.0,False,747201
2024-05-18,TOR,TB,KEVIN GAUSMAN,ZACH EFLIN,9.0,4.0,0.0,0.0,False,744938
2024-05-18,TEX,LAA,JOSÉ UREÑA,PATRICK SANDOVAL,5.0,1.0,0.0,0.0,True,745013
2024-05-18,STL,BOS,MILES MIKOLAS,KUTTER CRAWFORD,9.0,2.0,1.0,0.0,True,745177
2024-05-18,SF,COL,KYLE HARRISON,TY BLACH,18.0,9.0,9.0,3.0,True,745339
2024-05-18,PHI,WSH,CRISTOPHER SÁNCHEZ,MACKENZIE GORE,7.0,3.0,1.0,1.0,True,745581
2024-05-18,NYY,CWS,LUIS GIL,BRAD KELLER,7.0,7.0,6.0,3.0,True,745744
2024-05-18,MIA,NYM,BRAXTON GARRETT,LUIS SEVERINO,19.0,9.0,4.0,2.0,True,746067
2024-05-18,LAD,CIN,WALKER BUEHLER,GRAHAM ASHCRAFT,4.0,3.0,0.0,0.0,True,746142
2024-05-18,KC,ATH,SETH LUGO,ROSS STRIPLING,8.0,5.0,4.0,2.0,True,746308
2024-05-18,HOU,MIL,JUSTIN VERLANDER,BRYSE WILSON,6.0,6.0,1.0,0.0,False,746389
2024-05-18,CLE,MIN,LOGAN ALLEN,BAILEY OBER,15.0,7.0,4.0,2.0,True,746642
2024-05-18,CHC,PIT,SHOTA IMANAGA,BAILEY FALTER,1.0,0.0,0.0,0.0,True,746882
2024-05-18,BAL,SEA,GRAYSON RODRIGUEZ,LUIS CASTILLO,7.0,2.0,2.0,0.0,False,747036
2024-05-18,AZ,DET,ZAC GALLEN,JACK FLAHERTY,11.0,0.0,0.0,0.0,False,747202
2024-05-19,TOR,TB,ALEK MANOAH,AARON CIVALE,7.0,3.0,1.0,0.0,True,744937
2024-05-19,TEX,LAA,MICHAEL LORENZEN,JOSÉ SORIANO,5.0,1.0,0.0,0.0,False,745012
2024-05-19,STL,BOS,MATTHEW LIBERATORE,NICK PIVETTA,14.0,8.0,2.0,1.0,False,745179
2024-05-19,SF,COL,JORDAN HICKS,DAKOTA HUDSON,5.0,4.0,1.0,1.0,True,745336
2024-05-19,PHI,WSH,AARON NOLA,TREVOR WILLIAMS,16.0,9.0,2.0,0.0,True,745577
2024-05-19,NYY,CWS,CARLOS RODÓN,CHRIS FLEXEN,9.0,9.0,4.0,0.0,True,745745
2024-05-19,MIA,NYM,SIXTO SÁNCHEZ,SEAN MANAEA,10.0,6.0,6.0,4.0,False,746064
2024-05-19,LAD,CIN,LANDON KNACK,HUNTER GREENE,5.0,3.0,0.0,0.0,True,746144
2024-05-19,KC,ATH,BRADY SINGER,JP SEARS,12.0,5.0,2.0,2.0,True,746306
2024-05-19,HOU,MIL,SPENCER ARRIGHETTI,COLIN REA,13.0,6.0,5.0,5.0,True,746392
2024-05-19,CLE,MIN,TANNER BIBEE,CHRIS PADDACK,7.0,3.0,3.0,2.0,True,746636
2024-05-19,CHC,PIT,JAMESON TAILLON,MITCH KELLER,5.0,4.0,2.0,0.0,False,746880
2024-05-19,BAL,SEA,CORBIN BURNES,GEORGE KIRBY,9.0,6.0,6.0,2.0,True,747035
2024-05-19,ATL,SD,BRYCE ELDER,YU DARVISH,10.0,8.0,3.0,3.0,False,747120
2024-05-19,AZ,DET,JORDAN MONTGOMERY,MATT MANNING,10.0,6.0,4.0,2.0,True,747198
2024-05-20,WSH,MIN,MITCHELL PARKER,PABLO LÓPEZ,15.0,8.0,3.0,0.0,True,744857
2024-05-20,TOR,CWS,JOSÉ BERRÍOS,ERICK FEDDE,12.0,6.0,5.0,0.0,True,744935
2024-05-20,TB,BOS,TAJ BRADLEY,TANNER HOUCK,5.0,5.0,0.0,0.0,False,745093
2024-05-20,STL,BAL,SONNY GRAY,DEAN KREMER,9.0,5.0,1.0,0.0,True,745181
2024-05-20,NYY,SEA,MARCUS STROMAN,LOGAN GILBERT,9.0,3.0,2.0,2.0,False,745746
2024-05-20,MIA,MIL,RYAN WEATHERS,JOE ROSS,5.0,1.0,0.0,0.0,True,746066
2024-05-20,LAD,AZ,YOSHINOBU YAMAMOTO,JOE MANTIPLY,10.0,7.0,7.0,0.0,True,746146
2024-05-20,KC,DET,MICHAEL WACHA,REESE OLSON,11.0,3.0,2.0,0.0,True,746307
2024-05-20,HOU,LAA,FRAMBER VALDEZ,REID DETMERS,16.0,14.0,5.0,1.0,False,746390
2024-05-20,CLE,NYM,BEN LIVELY,TYLOR MEGILL,4.0,4.0,3.0,2.0,True,746637
2024-05-20,ATL,SD,REYNALDO LÓPEZ,DYLAN CEASE,11.0,6.0,5.0,2.0,False,747119
2024-05-20,ATL,SD,CHRIS SALE,RANDY VÁSQUEZ,3.0,3.0,2.0,1.0,True,747121
2024-05-21,WSH,MIN,PATRICK CORBIN,JOE RYAN,10.0,6.0,4.0,0.0,False,744860
2024-05-21,TOR,CWS,YUSEI KIKUCHI,GARRETT CROCHET,5.0,3.0,1.0,0.0,False,744936
2024-05-21,TB,BOS,ZACK LITTELL,COOPER CRISWELL,7.0,3.0,3.0,2.0,False,745090
2024-05-21,STL,BAL,LANCE LYNN,KYLE BRADISH,4.0,2.0,1.0,0.0,True,745180
2024-05-21,PIT,SF,MARTÍN PÉREZ,LOGAN WEBB,13.0,6.0,3.0,2.0,True,745503
2024-05-21,PHI,TEX,RANGER SUÁREZ,JON GRAY,7.0,3.0,2.0,0.0,True,745578
2024-05-21,ATH,COL,AARON BROOKS,CAL QUANTRILL,9.0,4.0,3.0,2.0,True,745662
2024-05-21,NYY,SEA,CLARKE SCHMIDT,BRYAN WOO,9.0,2.0,2.0,0.0,False,745742
2024-05-21,MIA,MIL,TREVOR ROGERS,ROBERT GASSER,12.0,6.0,3.0,1.0,False,746058
2024-05-21,LAD,AZ,GAVIN STONE,BRANDON PFAADT,10.0,4.0,2.0,0.0,False,746145
2024-05-21,KC,DET,ALEC MARSH,CASEY MIZE,13.0,11.0,8.0,2.0,True,746309
2024-05-21,HOU,LAA,CRISTIAN JAVIER,GRIFFIN CANNING,11.0,6.0,4.0,4.0,True,746385
2024-05-21,CLE,NYM,XZAVION CURRY,ADRIAN HOUSER,13.0,7.0,3.0,0.0,True,746633
2024-05-21,CIN,SD,ANDREW ABBOTT,JOE MUSGROVE,2.0,2.0,2.0,0.0,True,746716
2024-05-21,CHC,ATL,JAVIER ASSAD,CHARLIE MORTON,7.0,5.0,4.0,0.0,True,746875
2024-05-22,WSH,MIN,JAKE IRVIN,SIMEON WOODS RICHARDSON,5.0,1.0,1.0,0.0,False,744856
2024-05-22,TOR,CWS,CHRIS BASSITT,NICK NASTRINI,11.0,9.0,7.0,0.0,True,744933
2024-05-22,TB,BOS,RYAN PEPIOT,BRAYAN BELLO,13.0,8.0,3.0,0.0,False,745089
2024-05-22,STL,BAL,KYLE GIBSON,JOHN MEANS,9.0,4.0,3.0,0.0,True,745173
2024-05-22,PIT,SF,JARED JONES,BLAKE SNELL,14.0,6.0,0.0,0.0,False,745502
2024-05-22,PHI,TEX,TAIJUAN WALKER,DANE DUNNING,15.0,9.0,5.0,1.0,True,745576
2024-05-22,ATH,COL,MITCH SPENCE,AUSTIN GOMBER,7.0,3.0,2.0,2.0,False,745661
2024-05-22,NYY,SEA,NÉSTOR CORTÉS,BRYCE MILLER,10.0,4.0,4.0,2.0,True,745743
2024-05-22,MIA,MIL,JESÚS LUZARDO,FREDDY PERALTA,1.0,1.0,1.0,1.0,True,746063
2024-05-22,LAD,AZ,TYLER GLASNOW,BRANDON HUGHES,6.0,3.0,0.0,0.0,False,746143
2024-05-22,KC,DET,COLE RAGANS,TARIK SKUBAL,11.0,4.0,2.0,0.0,True,746304
2024-05-22,HOU,LAA,HUNTER BROWN,TYLER ANDERSON,3.0,3.0,0.0,0.0,False,746386
2024-05-22,CLE,NYM,TRISTON MCKENZIE,JOSE QUINTANA,9.0,3.0,2.0,1.0,True,746634
2024-05-22,CIN,SD,NICK MARTÍNEZ,MIKE KING,10.0,6.0,2.0,2.0,False,746712
2024-05-22,CHC,ATL,JUSTIN STEELE,MAX FRIED,11.0,2.0,2.0,0.0,False,746876
2024-05-23,PIT,SF,PAUL SKENES,ERIK MILLER,13.0,6.0,1.0,1.0,False,745500
2024-05-23,PHI,TEX,ZACK WHEELER,ANDREW HEANEY,7.0,5.0,2.0,0.0,True,745573
2024-05-23,ATH,COL,JOEY ESTES,RYAN FELTNER,19.0,2.0,2.0,2.0,True,745660
2024-05-23,NYY,SEA,LUIS GIL,LUIS CASTILLO,5.0,2.0,2.0,0.0,True,745741
2024-05-23,DET,TOR,JACK FLAHERTY,KEVIN GAUSMAN,10.0,1.0,1.0,0.0,False,746474
2024-05-23,CIN,SD,FRANKIE MONTAS,MATT WALDRON,10.0,6.0,6.0,3.0,False,746714
2024-05-23,CWS,BAL,MIKE CLEVINGER,GRAYSON RODRIGUEZ,14.0,7.0,3.0,1.0,False,746792
2024-05-23,CHC,ATL,BEN BROWN,AJ SMITH-SHAWVER,3.0,1.0,0.0,0.0,False,746874
2024-05-24,WSH,SEA,MACKENZIE GORE,GEORGE KIRBY,7.0,4.0,1.0,1.0,True,744853
2024-05-24,TB,KC,SHAWN ARMSTRONG,SETH LUGO,9.0,6.0,1.0,1.0,False,745087
2024-05-24,SD,NYY,YU DARVISH,CARLOS RODÓN,8.0,7.0,6.0,1.0,False,745415
2024-05-24,PIT,ATL,BAILEY FALTER,RAY KERR,16.0,7.0,5.0,2.0,True,745501
2024-05-24,ATH,HOU,ROSS STRIPLING,JUSTIN VERLANDER,9.0,8.0,1.0,1.0,False,745663
2024-05-24,NYM,SF,CHRISTIAN SCOTT,KYLE HARRISON,15.0,7.0,3.0,1.0,False,745822
2024-05-24,MIN,TEX,BAILEY OBER,JOSÉ UREÑA,5.0,5.0,4.0,2.0,True,745905
2024-05-24,LAA,CLE,PATRICK SANDOVAL,LOGAN ALLEN,14.0,12.0,6.0,1.0,False,746227
2024-05-24,DET,TOR,KENTA MAEDA,ALEK MANOAH,8.0,6.0,1.0,0.0,True,746475
2024-05-24,COL,PHI,TY BLACH,CRISTOPHER SÁNCHEZ,5.0,3.0,0.0,0.0,True,746558
2024-05-24,CIN,LAD,GRAHAM ASHCRAFT,JAMES PAXTON,15.0,14.0,7.0,3.0,True,746713
2024-05-24,CWS,BAL,CHRIS FLEXEN,CORBIN BURNES,10.0,7.0,1.0,0.0,False,746793
2024-05-24,BOS,MIL,KUTTER CRAWFORD,JARED KOENIG,9.0,7.0,3.0,0.0,False,746956
2024-05-24,AZ,MIA,ZAC GALLEN,BRAXTON GARRETT,3.0,3.0,2.0,0.0,False,747200
2024-05-25,WSH,SEA,TREVOR WILLIAMS,LOGAN GILBERT,4.0,2.0,1.0,0.0,True,744851
2024-05-25,TB,KC,AARON CIVALE,BRADY SINGER,11.0,4.0,2.0,0.0,False,745086
2024-05-25,STL,CHC,MILES MIKOLAS,JAMESON TAILLON,13.0,5.0,2.0,0.0,True,745176
2024-05-25,SD,NYY,DYLAN CEASE,MARCUS STROMAN,5.0,4.0,2.0,2.0,False,745411
2024-05-25,PIT,ATL,MITCH KELLER,REYNALDO LÓPEZ,5.0,4.0,1.0,0.0,True,745493
2024-05-25,ATH,HOU,JP SEARS,SPENCER ARRIGHETTI,4.0,2.0,2.0,2.0,True,745658
2024-05-25,NYM,SF,LUIS SEVERINO,JORDAN HICKS,9.0,1.0,1.0,0.0,False,745823
2024-05-25,MIN,TEX,CHRIS PADDACK,MICHAEL LORENZEN,8.0,3.0,1.0,1.0,True,745901
2024-05-25,LAA,CLE,JOSÉ SORIANO,TANNER BIBEE,7.0,7.0,7.0,0.0,False,746226
2024-05-25,DET,TOR,REESE OLSON,JOSÉ BERRÍOS,3.0,2.0,2.0,2.0,True,746470
2024-05-25,COL,PHI,DAKOTA HUDSON,AARON NOLA,12.0,5.0,4.0,2.0,False,746556
2024-05-25,CIN,LAD,HUNTER GREENE,WALKER BUEHLER,4.0,3.0,3.0,1.0,True,746710
2024-05-25,CWS,BAL,ERICK FEDDE,ALBERT SUÁREZ,8.0,3.0,0.0,0.0,False,746794
2024-05-25,BOS,MIL,NICK PIVETTA,JARED KOENIG,9.0,5.0,5.0,0.0,False,746958
2024-05-25,AZ,MIA,JORDAN MONTGOMERY,SIXTO SÁNCHEZ,5.0,4.0,4.0,3.0,True,747199
2024-05-26,WSH,SEA,PATRICK CORBIN,BRYAN WOO,14.0,5.0,1.0,0.0,False,744855
2024-05-26,TB,KC,TAJ BRADLEY,MICHAEL WACHA,5.0,0.0,0.0,0.0,True,745088
2024-05-26,STL,CHC,SONNY GRAY,JAVIER ASSAD,7.0,4.0,2.0,0.0,True,745172
2024-05-26,SD,NYY,JOE MUSGROVE,CLARKE SCHMIDT,7.0,0.0,0.0,0.0,True,745413
2024-05-26,PIT,ATL,MARTÍN PÉREZ,CHRIS SALE,9.0,5.0,2.0,0.0,False,745498
2024-05-26,ATH,HOU,AARON BROOKS,RONEL BLANCO,7.0,5.0,0.0,0.0,False,745653
2024-05-26,NYM,SF,SEAN MANAEA,LOGAN WEBB,7.0,3.0,3.0,0.0,True,745824
2024-05-26,MIN,TEX,PABLO LÓPEZ,GERSON GARABITO,8.0,8.0,2.0,0.0,False,745902
2024-05-26,LAA,CLE,REID DETMERS,BEN LIVELY,9.0,4.0,2.0,0.0,False,746230
2024-05-26,DET,TOR,CASEY MIZE,YUSEI KIKUCHI,25.0,11.0,5.0,0.0,True,746469
